Name,gene,locus_tag,Stationary rep1,Stationary rep2,Stationary rep3,3h fresh media rep1,3h fresh media rep2,3h fresh media rep3,3h queueing rep1,3h queueing rep2,3h queueing rep3,3h amp media rep1,3h amp media rep2,3h amp media rep3,3h queueing amp rep1,3h queueing amp rep2,3h queueing amp rep3,6h amp media rep1,6h amp media rep2,6h amp media rep3
astA CDS,astA,b1747,148,61,31,2261.5,1687,2941.5,33.5,1126,1134,1250,3038.5,1360.5,723.5,1046,1056,39.5,36,35
astB CDS,astB,b1745,25.5,11.5,7,2214,1416.5,1665,55,931.5,760.5,1109.5,1836.5,1306,571.5,961.5,1110,56,56.5,49
astC CDS,astC,b1748,268.5,99,68,2443,1595,3639.5,48,929.5,1664.5,954,3063,1948,819.5,1362,1348,92.5,87,104.5
astD CDS,astD,b1746,92,32,11,3264.5,1994.5,2505,43.5,1589,1100,1235.5,3081.5,1382.5,773,939,1226.5,39.5,55,65
astE CDS,astE,b1744,9,9.5,15,1548,889,658,17,801,248,816,1203.5,658,334.5,328.5,487.5,11.5,16.5,16.5
atl CDS,atl,b0454,2,0,6.5,581,389.5,152,87,381.5,686.5,420,945,1693,181,1128,864.5,65,52.5,50.5
atoA CDS,atoA,b2222,1,1,7,813.5,494,10,5.5,406,23,523.5,556,96.5,148.5,58.5,19.5,0,0.5,6
atoB CDS,atoB,b2224,3,2,12,1692,1027.5,108,20.5,704,196,730,892.5,350,307,176.5,177,20,22.5,17
atoC CDS,atoC,b2220,4,19,6.5,1632.5,1082,75.5,45,732.5,173.5,846,1028.5,443,350,338,173,12,22.5,26
atoD CDS,atoD,b2221,0,2,6,901.5,628.5,24,12.5,399.5,68.5,355,421,103,188.5,45,41.5,8,6,5
atoE CDS,atoE,b2223,3,9,13,1846,1137,35,3,602.5,69,523,525.5,145.5,251,99.5,78,8,13.5,19
atoS CDS,atoS,b2219,24,19,22.5,2021.5,1449,123.5,42,993.5,213.5,810,874.5,507,379,330,392,73,104.5,88
atpA CDS,atpA,b3734,63.5,85,174,24495.5,11503.5,170625.5,9594.5,8993.5,122604,7111.5,67781,104669.5,26123,76427,75152.5,15043.5,16002,25814
atpB CDS,atpB,b3738,9.5,15,20.5,3270.5,2686.5,30532.5,2489.5,2569.5,19080.5,2069.5,7651,19029.5,6249.5,13839,15205.5,4832.5,4968.5,7105
atpC CDS,atpC,b3731,19.5,11,47.5,6701.5,3143.5,51564,2735,2246,36406.5,1572.5,17906,25334.5,6171.5,19440,17724.5,6695.5,6552,9835.5
atpD CDS,atpD,b3732,60,52,128.5,23884,9872.5,162796.5,8523.5,6671,117874,5402.5,75666,97068.5,20910,71001.5,70933,12074,11897,18282.5
atpE CDS,atpE,b3737,5,9.5,16,2409.5,1535,21936,1307.5,1300,16757,1146,7267,13856,4043.5,9450.5,10494.5,2942.5,3120,4122
atpF CDS,atpF,b3736,18,23.5,51,8037.5,4890,80550,4011,4016.5,43825.5,3317,20182,32647,10970,25369,26295.5,7222,7905,11309
atpG CDS,atpG,b3733,18.5,48,159,18473.5,7640.5,106636,6295.5,4937.5,66092.5,4455,43905.5,57547,15759,45036.5,45895.5,6670.5,6730,10788
atpH CDS,atpH,b3735,21,16,47,6587,3283.5,59313.5,2794,2911,35389,2217.5,18387,29394,8243.5,20688,22417,4630.5,4878,7026.5
atpI CDS,atpI,b3739,2,3,7.5,838,662,6066,640.5,581,3687,629.5,1611.5,4835,1413,3692.5,3479,1944,2025.5,2220.5
avtA CDS,avtA,b3572,9,18,48,4444,2447,4548,1775,2076,5075,2935,5315,11694,2790,7533,6961,560,621,775
azoR CDS,azoR,b1412,0,4,6,1160,711.5,810,308.5,603,1826,552.5,940,2625.5,472,1470,1017,176,211,304
azuC CDS,azuC,b4663,0,1.5,4,101.5,90,10.5,17,87,18.5,27.5,69,72.5,45,38,19.5,4,10,2
bacA CDS,bacA,b3057,12,8,19,2065,1122,1319,173,822,1421.5,1055,1776,1766.5,580,1198,1159.5,1223,1285.5,1372.5
baeR CDS,baeR,b2079,4,1,13,1270.5,731.5,387.5,130.5,687,743,728,1068,1458.5,388.5,994,786,77.5,71,109
baeS CDS,baeS,b2078,4,0,14,1630.5,1101,260,59,1041,452.5,1167,1706,905,390,677,569,72.5,111,89
bamA CDS,bamA,b0177,34,22.5,69.5,6928,4315.5,37398,3446.5,3394,35678,4126,23657.5,44408,7190,33175,39397,6793,7627,10758.5
bamB CDS,bamB,b2512,17,8.5,24.5,2282.5,1457,10898,829,1210.5,10885,1444,6385,15129.5,1517.5,10055.5,11339,2182,2229.5,2849
bamC CDS,bamC,b2477,24,4,38.5,3244,1840.5,23474.5,1262.5,1397,24977.5,1819.5,11663,27714,2643,19977.5,21059,3119.5,3121.5,3978
bamD CDS,bamD,b2595,24,12,20,1953.5,916,6091,1093.5,1009.5,6649,1395.5,3944,10378.5,1565,7902.5,7484,1427,1491.5,2111
bamE CDS,bamE,b2617,6,9,3,675,412,1015,254.5,287,1028,237.5,810.5,1389.5,511,924,619.5,716,694.5,818.5
barA CDS,barA,b2786,9,7,32,4572.5,2469,862,270.5,1936.5,666,1925,2065,1592,975.5,1062.5,1068,101,106.5,144
basR CDS,basR,b4113,3,7,2,1321.5,928,279,36,489.5,371.5,403,941,556,267.5,451,340.5,53,59.5,77
basS CDS,basS,b4112,6.5,7.5,14.5,2076,1351.5,500.5,207,671,739,814,1180,1502.5,450.5,1181,1095,97.5,48.5,107.5
bax CDS,bax,b3570,14,11,20,1845,1631,2428,638,2205,3638,1593,3129,12406,1139,8490,6884,2070,1973,2454
bcp CDS,bcp,b2480,2.5,2,7,1018.5,495,1174.5,448,393.5,1825,566,1081.5,2678.5,576,1926,1323,499,454.5,638
bcr CDS,bcr,b2182,11.5,3,25,2607.5,1520.5,2167.5,940.5,1510,3138.5,1935,2683,9386,1270.5,6660.5,6252,529,567.5,607.5
bcsA CDS,bcsA,b3533,9,8,29.5,5412,3597,514.5,92.5,2183.5,596.5,2144.5,3567.5,1139,984.5,868.5,831.5,60.5,76,109.5
bcsB CDS,bcsB,b3532,2.5,4,28.5,5421,3144,484.5,106.5,2043.5,861.5,1500,2834,1626,836.5,940.5,708,112,117.5,183.5
bcsC CDS,bcsC,b3530,28,33,39.5,9940,5445.5,2582,321,3473.5,3164,3538.5,7039.5,4806.5,1815.5,3626,3638,295.5,325.5,391
bcsE CDS,bcsE,b3536,1,11,25.5,3011,1842.5,890,483,1149,1250.5,1402.5,2151,2373.5,853,1570.5,1354.5,96,105,161.5
bcsF CDS,bcsF,b3537,0,1,2.5,329.5,206,55,23.5,184.5,57,200,360,157.5,108,82.5,82,4.5,10,14
bcsG CDS,bcsG,b3538,5,9,24,3562,2106,301.5,157.5,1412.5,427.5,1520,2664.5,1071.5,778.5,762,498.5,103.5,123.5,128
bcsQ CDS,bcsQ,b3534,7,0.5,4.5,1348,829,250.5,71.5,525.5,286,484,689.5,480,261,312.5,278.5,24,39.5,35.5
bcsZ CDS,bcsZ,b3531,6.5,0,12.5,2181.5,1445.5,372,60,927,325,937.5,1845.5,791.5,411.5,524.5,522.5,58,62,67
bdcA CDS,bdcA,b4249,3,6,8,1399.5,846.5,194,42,631.5,729,493,930.5,922,248.5,557.5,377.5,55,53.5,55
bdcR CDS,bdcR,b4251,0,2,7,1213,575.5,487,64,424,1310.5,679.5,1244,1332.5,267.5,1119,762,17.5,25.5,37
bdm CDS,bdm,b1481,0.5,0,0,126.5,121.5,28.5,7.5,87,60,43.5,209,533.5,44,268,234,64,55,57
beeE CDS,beeE,b1151,0,1.5,6.5,891.5,495.5,21,6,277,63,254,253.5,93.5,148,55,32.5,2,3.5,5
bepA CDS,bepA,b2494,24,8,20.5,2995.5,1547,4073.5,450.5,1037.5,4857.5,1168,3218.5,5315,916.5,3911.5,3646,510.5,599,838.5
betA CDS,betA,b0311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
betB CDS,betB,b0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betI CDS,betI,b0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betT CDS,betT,b0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfd CDS,bfd,b3337,3.5,7.5,7.5,585.5,234.5,295.5,365,270.5,1065.5,493,790.5,3096,321,1813.5,1656.5,57.5,68,52
bfr CDS,bfr,b3336,24,9.5,10,764.5,343,918.5,557.5,355.5,1954,489,1241,4435.5,417,3297.5,2704,89.5,100.5,86.5
bglA CDS,bglA,b2901,16,17,30.5,3239,1571.5,5033,604.5,1213.5,7299.5,1290,3406.5,7052,1430,5155.5,4251.5,944.5,933.5,1368
bglB CDS,bglB,b3721,2,4,12,2085.5,1341.5,48,7.5,872,64.5,753.5,1368.5,146,376.5,63,38,5.5,4.5,13.5
bglF CDS,bglF,b3722,10,13,13,3675.5,2255,331,219.5,1367,318,1295,2588.5,739.5,841.5,427.5,489,97.5,97,73.5
bglG CDS,bglG,b3723,1,0,7,792,520,4,12,448.5,6.5,296,592.5,97.5,134,28,5,8,8,6
bglH CDS,bglH,b3720,0,4,8,1728,1232.5,16,18,860,46,1003,1248,128.5,311.5,60,29,6,13.5,14
bglJ CDS,bglJ,b4366,0,6.5,4,875.5,563,162,147,488.5,73.5,639.5,334,1218,417.5,787.5,905,39,36.5,73
bglX CDS,bglX,b2132,17,10,25,3981,2359,2065,196,1903,2910,1741,3007,4059,932,3289,3410,741,772,1084
bhsA CDS,bhsA,b1112,23.5,3,9,350.5,193,74.5,32,123,117.5,197,457,333.5,84.5,159,140.5,102.5,137,121
bioA CDS,bioA,b0774,21,9,53.5,3254,1958.5,5967,2685,2907.5,7891,3985,6097.5,28883,2812,18996,18285.5,1508.5,1451,1837
bioB CDS,bioB,b0775,9,9,19,2268.5,1126,6045.5,666,1059.5,6124.5,1360.5,8130.5,14639,1135,10895.5,11993.5,678,852.5,864.5
bioC CDS,bioC,b0777,9,4.5,9.5,1403,799,4016.5,424.5,588,3913,755,4700,7553,752.5,5797,6704.5,320.5,435,519
bioD CDS,bioD,b0778,10,1.5,11,1223,556,2896,274,443,2767.5,578.5,3024.5,5485,627.5,4116.5,4033,238.5,303.5,388
bioF CDS,bioF,b0776,6,6,16.5,2508,1034,6390.5,568,1191,7140.5,1415,9474.5,16646,1169,11450.5,13637.5,676,864,850.5
bioH CDS,bioH,b3412,4,6,17,2281,1254,528.5,102,829.5,690.5,824.5,1587.5,1163,442,806.5,707.5,79.5,69,70
bioP CDS,bioP,b3827,0.5,3.5,11.5,2035,1244,356.5,158.5,851,352,863.5,1611,975.5,540,645.5,581.5,136,107,119
bipA CDS,bipA,b3871,95,36,76,6710,4043,33001,4172,4524,34845,4977,16203,47511,6830,35824,39540,3205,3144,4305
birA CDS,birA,b3973,2,5,3.5,1627,956,2509,261.5,712.5,1824,657.5,2145.5,3493.5,693.5,2367.5,2643,235,196.5,189.5
bisC CDS,bisC,b3551,23,5,33.5,4885.5,2989,5203.5,397,2354.5,4417,2592,6295,6622.5,1332,4792.5,5595,311.5,360,501.5
blc CDS,blc,b4149,11,13,16.5,1074.5,667,162.5,82.5,471.5,409.5,424.5,786.5,706,254,574.5,380,83.5,117.5,113
blr CDS,blr,b4409,3,0,0,125,71,49,35,48,42,34,24,115,46,65,94,19,38,35
bluF CDS,bluF,b1163,4,7,2,849,662,265,383,625,484,1258,834,2588,556,1815,2615,20,17,20
bluR CDS,bluR,b1162,2,4,8,1258,822,758,285,758,1545,1013,1215,4404,529,2864,2891,117,123,143
bolA CDS,bolA,b0435,241,119,91,611,417,854,117,315,1011,301,982,1346,299,788,662,509,470,523
borD CDS,borD,b0557,1,0,1,225.5,172.83,42,22,136.5,71.5,197.83,115.5,109.17,70.5,78,55.5,18.83,16.5,11.33
brnQ CDS,brnQ,b0401,36,11,21.5,2225,1334,1970.5,416,1208,2937,1280,2544.5,5268,937,3319.5,2686,336,413.5,440
bsmA CDS,bsmA,b4189,3414,1803.5,1363,489,346,400,43,245,440.5,132,381.5,533.5,651.5,352,261,567.5,494,712
bssR CDS,bssR,b0836,1587,758.5,281,466,308.5,206.5,42,163,219,90.5,183.5,350.5,320,267,152.5,287,363.5,378
bssS CDS,bssS,b1060,12,20,6,302.5,217,113.5,55,151,258,120.5,158,429,147,304.5,269,315,314,314
btsR CDS,btsR,b2125,2,2,9,1067.5,678,526,61,477,466,424,618,694,292,458.5,426,41,47,71.5
btsS CDS,btsS,b2126,9,6,15,1913.5,1282.5,726,45.5,865,343,862.5,1210,599,507.5,448,338,129,134.5,197
btsT CDS,btsT,b4354,8,8,16.5,3850,2187,174,29,1146,373,1103,1349,506.5,633,312.5,260.5,83.5,57,53
btuB CDS,btuB,b3966,5,12,32,3486.5,2019.5,4558,319,1475,3076,1150.5,4701.5,4786.5,1128,3485,3231.5,595,628,878
btuC CDS,btuC,b1711,7,4,10,1569.5,1034,594,119,793,756.5,582,1023,1641,352,1104.5,1155.5,107.5,112,156
btuD CDS,btuD,b1709,2.5,4.5,6,1385,897,1612,178.5,605.5,2339.5,674.5,2163,3468,444,2282.5,2142.5,100,90.5,101.5
btuE CDS,btuE,b1710,8.5,1,3.5,905,573.5,1647,142.5,548,2524.5,420.5,2131.5,3436,389.5,2315.5,2024.5,121.5,135.5,163
btuF CDS,btuF,b0158,6,8,12,1500,838,865,157.5,841,839.5,733.5,1406.5,1952.5,474.5,1314.5,1436.5,66.5,82,106
btuR CDS,btuR,b1270,4.5,0.5,2,716.5,532.5,641,121,326,1054,390.5,767.5,2076.5,278.5,1362,1481,130,117,178
cadA CDS,cadA,b4131,5,9,12,2046.5,1440,161.5,31.5,958.5,255,740,981.5,466.5,451,305.5,247.5,39,26,56
cadB CDS,cadB,b4132,5,4.5,13,1513,1112,17,3,526.5,30,411.5,381.5,62.5,265,53.5,30,0,6,9
cadC CDS,cadC,b4133,1,0,1,803,656,28,47,534,43,313,487,231,200,91,50,16,4,14
caiA CDS,caiA,b0039,2,5,10,1689.5,957,372.5,39,784,481.5,679.5,1140.5,606.5,285,470.5,404,50,48,68.5
caiB CDS,caiB,b0038,8,11,12.5,1965.5,1145,305.5,32.5,897.5,400.5,1028.5,1402,540.5,404,434.5,430.5,28,43.5,44
caiC CDS,caiC,b0037,0,4,13.5,2353,1407.5,164.5,45.5,1244,184,1346.5,1971.5,424.5,471.5,338,245.5,21,31.5,37
caiD CDS,caiD,b0036,0,6,2.5,1230,698,16,3,565,31.5,690,864.5,137,228.5,99.5,29,18.5,19.5,15.5
caiE CDS,caiE,b0035,2.5,5,5,936.5,588,14.5,2,457,36.5,468.5,498,46,161,31,31.5,10,23,33
caiF CDS,caiF,b0034,2.5,0,6,499.5,373,38.5,5,250.5,16.5,202.5,343.5,87,128,49,53,7.5,9.5,11.5
caiT CDS,caiT,b0040,2,3,6.5,1673,985.5,35.5,12,607,61.5,560.5,810,327.5,335,164.5,166.5,11,11,12.5
can CDS,can,b0126,10,6.5,16.5,1708,848.5,4720,752.5,799,6549.5,985,4376,10740,1152,8038.5,5715.5,469,426.5,587
carA CDS,carA,b0032,10.5,16,27.5,3454.5,2510.5,11901.5,1292,2920,8518,1849.5,8826,22507,3146.5,16347,15780.5,1110.5,1103.5,1539
carB CDS,carB,b0033,33.5,32,98.5,12229.5,6506.5,41654.5,2267,6803,38465,4416.5,28976,64021,6691.5,45907,44271.5,2676.5,2581.5,4281
cas1 CDS,cas1,b2755,3.5,6,4.5,1272.5,807.5,219,23.5,450.5,396.5,361,465.5,418,249.5,331,295,27,16.5,23
cas2 CDS,cas2,b2754,1.5,1,4.5,597,325,118,16,300.5,290,235.5,376,440.5,138.5,242.5,270.5,16,14.5,8.5
cas3 CDS,cas3,b2761,12,21,18,2621,1851,60,40,1104,118,676,686,268,451,175,131,17,24,16
casA CDS,casA,b2760,3.5,8,5,1041,686.5,57,19.5,503.5,71.5,575.5,466.5,129.5,245.5,91,103.5,6,4,7
casB CDS,casB,b2759,3.5,0,0,435.5,309,35,13.5,180,49,134,150,55.5,75,49.5,31.5,6,3,1
casC CDS,casC,b2758,3,4,8.5,805,558,95.5,18,282,120.5,237.5,274,189,140.5,117.5,117.5,5,11,12
casD CDS,casD,b2757,0,1.5,2.5,1130,833,70,36,340.5,79,315,355,106.5,189,79.5,94,2,11,8
casE CDS,casE,b2756,0,0.5,10,643,495,60.5,13.5,310,92.5,292.5,317,157,139,106,103,4,13,8.5
cbeA CDS,cbeA,b2004,0,4,2.5,725,447,76.5,5,228,162.5,156.5,247,227.5,113.5,179,168,11.5,16,9
cbl CDS,cbl,b1987,5,3.5,10,1088,836.5,342,586,809.5,430,665.5,690.5,786,660.5,536,531.5,38.5,51,46.5
cbpA CDS,cbpA,b1000,8,7,29,1553.5,852,1761.5,231,861.5,2887,966.5,2560,2732.5,493.5,2129,1352.5,96,166,165
cbpM CDS,cbpM,b0999,2,5,0,684.5,295,440.5,33,307.5,815,266.5,753,909.5,169.5,549,509.5,66,38,43
cbrA CDS,cbrA,b3690,2.5,4,10,2077,1203,184.5,11,777,158,700.5,1499,469,419.5,351,266.5,116,107,126
cbrB CDS,cbrB,b3716,0,1.5,0,483.5,359.5,160,50,170.5,125.5,96,273,283.5,164,201,144,90.5,86,94
cbrC CDS,cbrC,b3717,1,6.5,4,1117,744.5,233.5,48,498.5,139,356.5,836,349,255.5,188,144,105.5,83,98.5
cbtA CDS,cbtA,b2005,0.5,1,0.5,473.5,296,51,11,174,77.5,177.5,176,144.5,80,108.5,111.5,5.5,7.5,16.5
cca CDS,cca,b3056,9,20.5,27.5,3807.5,1965,2786,352,1714.5,4054,1879,4197.5,6580,977.5,4499,3984,737,797.5,995.5
ccmA CDS,ccmA,b2201,3,6,6,1125,661.5,271.5,11,473,378,426.5,850,481.5,199,368,277.5,75.5,51,63
ccmB CDS,ccmB,b2200,3,2,1.5,654,497,126,6.5,343,147.5,296.5,551,262,135.5,191.5,151,19,26.5,45
ccmC CDS,ccmC,b2199,2.5,7,12,1209,746,267.5,35.5,364.5,290.5,364.5,644,523,214.5,316,242,44.5,54.5,62
ccmD CDS,ccmD,b2198,0.5,3,3,517.5,326,70,13.5,212.5,114.5,180,244.5,205,96,108.5,73,11.5,19.5,14
ccmE CDS,ccmE,b2197,3,0,14,1242,706.5,218.5,23.5,503,254.5,613.5,630,489.5,221,281,216,34.5,34.5,38
ccmF CDS,ccmF,b2196,7,12.5,21,3669.5,2259,602.5,60.5,1312,721.5,1245,1730,1432,643,792,864.5,91.5,86,123
ccmG CDS,ccmG,b2195,1,3.5,6,1079.5,654,238,25.5,479,348.5,538.5,626.5,481,182.5,300,272.5,37,51.5,43
ccmH CDS,ccmH,b2194,12,3,8.5,1594.5,1059.5,618,68,687,882,625.5,946.5,1193,380,875.5,752.5,110,101.5,90.5
ccp CDS,ccp,b3518,6,2,9,2715,1583,171,60,1074,306,1596,1887,563,531,287,250,35,37,35
cdaR CDS,cdaR,b0162,6,4,11,2042.5,1108.5,559.5,73,982,769.5,757,1181.5,832.5,317.5,597.5,506,285,259.5,309
cdd CDS,cdd,b2143,26.5,10,6,1493.5,1062.5,485.5,140,983.5,1828.5,1047,1770,1669,342,1363.5,727,258,267.5,236.5
cdgI CDS,cdgI,b1785,0,2,16,811,560,14,15,414,39,297,323.5,240,167,68,93,7,9,18
cdh CDS,cdh,b3918,2,5,5,1143.5,803,242.5,76.5,473.5,411,415.5,798,701.5,245.5,559.5,608.5,26.5,22.5,31.5
cdsA,cdsA,b0175,8.5,2,21,1380.5,1039.5,3658,378,855,3091.5,755.5,2650.5,6577,859,4095,4993.5,721.5,816.5,899.5
cecR CDS,cecR,b0796,1.5,8,5,671.5,434.5,450.5,48.5,319.5,587,240.5,659.5,646,136,371.5,510,113,116.5,157
cedA CDS,cedA,b1731,7,2,4,346,264,86,22,267,62,257,257,121,104,90,115,16,12,22
cfa CDS,cfa,b1661,40,32.5,34,3343,1350.5,5829.5,1799,1479.5,9998.5,1574.5,5786,13578,2184.5,8444.5,4979,422,435,479
cfp CDS,cfp CDS,cfp CDS,2395,2090,8079,165979,131188,151160,717842,392057,8199187,1012657,365728,9189984,274663,7785720,4698528,65196,74351,87405
chaA CDS,chaA,b1216,9,3,9,1239,798,528,388,499,1224,666,625,2141,398,1358,1306,482,524,634
chaB CDS,chaB,b1217,7,1,2,382,299,200,59,191,465,190,403,699,79,514,403,23,37,42
chaC CDS,chaC,b1218,10,5.5,12.5,1709.5,923,1106,226,791,2517,884.5,2271.5,4720.5,450.5,3635,3262.5,96,111.5,106.5
chbA CDS,chbA,b1736,2,2,6,444.5,297,77,28.5,174.5,142.5,124.5,215,150,85.5,170,150.5,15.5,21.5,25
chbB CDS,chbB,b1738,4,0,7.5,327.5,351.5,77,17.5,325.5,92.5,274.5,305.5,352.5,138,211.5,188.5,24,23.5,26
chbC CDS,chbC,b1737,8,0,7.5,1486,1003,58,14.5,783,123,732,709.5,320.5,275,203.5,156,31,30.5,27
chbF CDS,chbF,b1734,3,2,9.5,1518.5,956,206,34.5,697.5,278.5,793,698.5,372.5,316,270.5,312,89,88,90.5
chbG CDS,chbG,b1733,2,6,3.5,912,659,279.5,36,357.5,480,306.5,488,608.5,244,382,376,64,66,65.5
chbR CDS,chbR,b1735,0,0,6,618.5,524.5,217.5,71,547,258.5,706.5,880.5,584,261.5,376.5,425,98.5,110.5,137
cheA CDS,cheA,b1888,0,0.5,20,2227,1468.5,537.5,148,1066.5,591,1357.5,1526.5,591.5,791.5,348.5,357.5,52.5,40.5,45.5
cheB CDS,cheB,b1883,6,9,10.5,1389,869.5,221.5,42.5,646.5,201,802,861,317.5,321,235,248,9,12,9
cheR CDS,cheR,b1884,1,3,6,1167.5,796.5,122,29.5,668,175,641,875.5,223,282,124.5,174,10,8.5,5.5
cheW CDS,cheW,b1887,2,1,4.5,741,458.5,85,39.5,357.5,112.5,380.5,623.5,132.5,198.5,98.5,57.5,13,10.5,10
cheY CDS,cheY,b1882,0.5,2.5,7.5,808,460.5,160.5,45,367.5,257.5,354,500.5,330,184,239.5,202.5,19,14.5,14.5
cheZ CDS,cheZ,b1881,2.5,4.5,0,908.5,535.5,279.5,29.5,472.5,431,358.5,591.5,514.5,188.5,461,344,30,48.5,23.5
chiA CDS,chiA,b3338,15,7,17,3161,1489,743,132,1270,1140,1162,1835,1424,664,1016,911,173,151,182
chiP CDS,chiP,b0681,4.5,5,5,1779,1064,72,36,723.5,188.5,788,889,474,346,358,275.5,38,30,21
chiQ CDS,chiQ,b0682,2.5,0,4,450,226.5,170.5,71.5,249,339,226,440,606,107.5,497.5,346.5,15,9,17
cho CDS,cho,b1741,4,1.5,7,1173.5,685.5,232,112.5,508.5,513,686,716,1437.5,361.5,966,794.5,42.5,46,71.5
chpB CDS,chpB,b4225,32,7.5,12.5,893.5,361.5,244,39.5,317,323.5,392.5,568.5,503,200,340,341.5,88,90.5,88
chpS CDS,chpS,b4224,26,6.5,7,483.5,264,221,28.5,117.5,248,137.5,225,350.5,101.5,236.5,216.5,74,81,90
cirA CDS,cirA,b2155,10,16,28,4422.5,2121.5,28100.5,1590.5,1714.5,40636,3558.5,13743,42479,2132.5,30341,37337,5577.5,5308,6006.5
citC CDS,citC,b0618,2,0,15,1365,907.5,65.5,22.5,694,99,729.5,953,393,283,239.5,262,7,6.5,8
citD CDS,citD,b0617,1,0,2,396.5,276,14.5,9.5,163.5,37.5,181,202.5,85,70,46.5,23.5,4,3.5,2
citE CDS,citE,b0616,1,11,9.5,1284,975,41.5,10,733.5,199.5,736,909.5,271.5,223.5,194.5,164.5,14.5,7,24
citF CDS,citF,b0615,2,4,21,2138.5,1716,53.5,10.5,1170.5,135.5,1218,1474,379.5,443,311.5,205.5,9.5,26,23.5
citG CDS,citG,b0613,5.5,1,0,759.5,738.5,40.5,8,520.5,117.5,473,707.5,235,227,142,113.5,17,7,23.5
citT CDS,citT,b0612,2,2,14,1249,1197,84,20.5,681,156,589,604,251,290,185,172,41.5,7,19
citX CDS,citX,b0614,2.5,0,3.5,1100,834.5,27.5,5.5,516.5,89,401,652.5,206,203.5,121.5,118,4.5,14,11
clcA CDS,clcA,b0155,24,7,12.33,2150.17,1331.17,947.5,203.83,1195.83,1152.17,1366.33,2039,2562.67,577.67,1706.33,1684.67,164.5,232.17,240.83
clcB CDS,clcB,b1592,15.5,5,24.5,1839,1300,172,100.5,922.5,341.5,881.5,980,883,362.5,608,470.5,81,46,68
clpA CDS,clpA,b0882,508,104,164.5,18449.5,6062.5,137713,11609.5,4653.5,189195,11082,117969.5,225509.5,12823,167839,176766.5,3835,3705,4778
clpB CDS,clpB,b2592,59,43,103,5226.5,2001,18522,12248,5156.5,208787.5,9610,10807.5,190124,4658,133386.5,118065.5,2922.5,3075.5,3454
clpP CDS,clpP,b0437,26.5,11,39.5,1895,1253,12381,2605.5,1646.5,36003,3021,6209,33468,2402,25250,23280.5,1284.5,1185,1598
clpS CDS,clpS,b0881,25,16,36.5,2451.5,605.5,4994,1374.5,591.5,9617,1693,6989.5,16815.5,1286,13381,11817.5,231,282,298
clpX CDS,clpX,b0438,688.5,99,147.5,4055,2508,38230,5010.5,3170.5,93378,5604,22146,92404,4571,70736,69036.5,4720.5,4657,5638
clsA CDS,clsA,b1249,15.5,8,19,2509,1499.5,1604.5,271,1189,2491.5,1256,2162,3297,591,2549,2278,181,224.5,282
clsB CDS,clsB,b0789,13.5,0,21,1719.5,1032,566,120.5,1116.5,912,1044,2563.5,2480.5,397,1895,2133.5,128.5,135,162
clsC CDS,clsC,b1046,16,9.5,11,1972.5,1164,519.5,156.5,1049,915,822.5,1464,2623.5,465.5,2031.5,1776.5,136.5,132.5,162
cmk CDS,cmk,b0910,29,26,37.5,2695,1808.5,11409,1978,2244,12750,3481.5,6540,22587,2928,16954.5,20646.5,2064,1932.5,2600
cmoA CDS,cmoA,b1870,1,0,9.5,646.5,393.5,901,292.5,495,1062,523,914.5,1912.5,367,1504.5,1508.5,97,91,139.5
cmoB CDS,cmoB,b1871,2,2,4,1317,767.5,1533.5,319,853.5,1683,959.5,1611,3175,548,2213,2329,158,178.5,228.5
cmoM CDS,cmoM,b0921,3,10,14.5,1570.5,861.5,2352,214,928,2331,1140,2540.5,3762.5,546.5,2834.5,2999,197,205,240.5
cmtA CDS,cmtA,b2933,7,3,15,1810.5,1198.5,9.5,10.5,831.5,64.5,862,822,205.5,373,53.5,53.5,12.5,4,5
cmtB CDS,cmtB,b2934,1,1,5.5,386.5,299,7,6.5,289,17,441,318,161.5,111.5,65,37,6,0,0
cnoX CDS,cnoX,b0492,5,10,10.5,2362,1247.5,3730.5,1056.5,1050.5,17257.5,1610,2495.5,17334.5,1009,12860,8339.5,773,735,1055
cnu CDS,cnu,b1625,0,0,0,145,99,59.5,56,70.5,35.5,83,61,134,108.5,68.5,59.5,25,23,19.5
coaA CDS,coaA,b3974,0,0,6.5,760,617,469,133.5,465,412,372,585,926.5,348,607,497,49,60,57
coaD CDS,coaD,b3634,0,3.5,3,1010,518.5,401.5,62.5,402.5,572,434.5,844.5,902,239.5,635,510,71.5,52,53.5
coaE CDS,coaE,b0103,3.5,2,6,661.5,361,1277.5,153,339,1208,354,900.5,1552.5,341,1269.5,1047.5,78,101.5,170
cobB CDS,cobB,b1120,2,5.5,16,1747.5,995.5,2597,244.5,788.5,1990,1198.5,2359,2856.5,586,2013,1899.5,255,270,404.5
cobC CDS,cobC,b0638,2.5,4,4,894,519,182,78,416,221.5,534,615,896.5,209,550,623,39.5,25,34
cobS CDS,cobS,b1992,1,7,2.5,1195.5,686,766,127,497.5,1267.5,548.5,889,2112.5,339.5,1345,1389,126.5,121.5,109.5
